imo,date_at,longitude_at,latitude_at
9595321,2019-01-14 19:05:32+00,18.4211502075195,-64.6109008789062
9632179,2019-01-14 18:59:06+00,49.9175834655762,-2.40604996681213
9595321,2019-01-14 18:47:31+00,18.4211502075195,-64.6109008789062
9632179,2019-01-14 18:40:18+00,49.8978996276855,-2.51836657524109
9247455,2019-01-14 18:31:22+00,17.5403633117676,69.7120666503906
